label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
4	-285 m^2	2.8875	guinea pig	Natural Language Processing	0.0835	badminton	372 mph	-132	-432 m/(s^2)	Fabrice
5	-677 m^2	0.4135	reptile	Biotechnology	-0.4193	volleyball	-240 mph	-586	798 m/(s^2)	Andrew
7	1823 m^2	0.8519	cat	Games and Playable Media	-0.4505	soccer		175	-1610 m/(s^2)	Andrew
7	1748 m^2	0.0157	cat	Games and Playable Media	0.5873	soccer	10 mph	993	646 m/(s^2)	Lise
9	98 m^2	1.1416	chicken	computer science, computer engineering	1.4362	running	1318 mph	564	460 m/(s^2)	Michael
2	-107 m^2	0.1926	rat	Electrical Engineering, Human Computer Interaction	1.5662	basketball	1100 mph	-1596	50 m/(s^2)	Eriq
0	-83 m^2	-0.138	hamster	Applied Mathematics	1.8691	boxing	496 mph	428	-713 m/(s^2)	Sam
5	-234 m^2	0.0442	reptile	Biotechnology	-0.2193	badminton	723 mph	241	-421 m/(s^2)	Andrew
5	1714 m^2	0.9167	reptile	Biotechnology	-0.9056	volleyball	488 mph	49	806 m/(s^2)	Andrew
2	105 m^2	0.4305	RAT	Bioengineering, Electrical Engineering	-0.4273	basketball	372 mph	-72	-1023 m/(s^2)	Eriq
0	-1321 m^2	-0.3065	hamster	aPPLIED mATHEMATICS	0.5731	boxing	1136 mph	-604	-38 m/(s^2)	Sam
3	-664 m^2	1.3128	rat	Computational Media	-0.1236	tennis	184 mph	-21	1387 m/(s^2)	Reilly
8	1168 m^2	0.8027	pig	Statistics	-0.4909	motor sports	2207 mph	1053	-988 m/(s^2)	Chris
7	-74 m^2	0.2139	cat	Games and Playable Media	1.4187	soccer	-1260 mph	1832	1164 m/(s^2)	Lise
4	1592 m^2	0.906	guinea pig	Natural Language Processing	0.9663	?	1416 mph	303	-755 m/(s^2)	Fabrice
0	-263 m^2	0.291	hamster	Applied Mathematics	1.4719	boxing	1696 mph	-392	-831 m/(s^2)	Sam
0	-2213 m^2	-1.3373	hamster	Applied Mathematics	-0.3764	boxing	796 mph	877	-271 m/(s^2)	Sam
5	1153 m^2	1.7735	guinea pig	Biotechnology	0.4978	volleyball	-210 mph	1769	-383 m/(s^2)	Reilly
4	522 m^2	0.1626	guinea pig	Natural Language Processing	0.3163	BADMINTON	329 mph	-628	184 m/(s^2)	Fabrice
5	591 m^2	1.0965	reptile	Data Science	-1.019	track & field	-646 mph	948	-1087 m/(s^2)	Andrew
3	666 m^2	1.7017	bird	Computational Media	1.3787	track & field	-426 mph	1481	914 m/(s^2)	Reilly
7	1369 m^2	0.6282	N/A	Games and Playable Media	0.3879	soccer	211 mph	641	1180 m/(s^2)	Lise
1	71 m^2	-0.1908	rabbit	Computer Game Design	0.7231	ice hockey	1277 mph	-647	-1725 m/(s^2)	Inan
4	1662 m^2	0.9148	rat	NATURAL LANGUAGE PROCESSING	-0.2093	badminton	471 mph	573	-1002 m/(s^2)	Fabrice
6	-928 m^2	-0.0498	fish	Robotics Engineering	1.9088	football	1641 mph	785	667 m/(s^2)	Vani
4	1069 m^2	0.5353	FERRET	Natural Language Processing	0.8953	badminton	-363 mph	-546	-443 m/(s^2)	Fabrice
6	-746 m^2	1.897	fish	Robotics Engineering	1.1357	football	1051 mph	79	1113 m/(s^2)	Chris
1	-718 m^2	1.5969	rabbit	Computer Game Design	-0.0108	ice hockey	-211 mph	554	1216 m/(s^2)	Inan
6	-1555 m^2	1.5453	fish	Robotics Engineering	1.2093	football	787 mph	1096	897 m/(s^2)	Vani
9	931 m^2	0.1594	chicken	Electrical Engineering	0.6536	golf	666 mph	-331	-410 m/(s^2)	Chris
4	-601 m^2	1.5067	guinea pig	Natural Language Processing	0.4772	badminton	-75 mph	-447	553 m/(s^2)	Fabrice
2	711 m^2	0.3848	rat	Data Science	0.7767	basketball	520 mph	-115	2027 m/(s^2)	Eriq
1	379 m^2	-0.5556	rabbit	Computer Game Design	-0.689	baseball	952 mph	293	364 m/(s^2)	None
3	-22 m^2	2.5938	bird	Computational Media	-0.528	track & field	383 mph	105	-101 m/(s^2)	Tony
8	1056 m^2	0.6337	pig	Bioinformatics	1.4359	motor sports	1917 mph	816	-617 m/(s^2)	chris
3	128 m^2	-0.0778	bird	Computational Media	0.3124	tennis	-281 mph	-58	140 m/(s^2)	Tony
9	1082 m^2	1.8422	chicken	Computer Science, Technology and Information Management	0.1977	golf	2029 mph	559	133 m/(s^2)	Michael
7	656 m^2	1.7095	FERRET	Games and Playable Media	1.9286	soccer	914 mph	1557	-404 m/(s^2)	Lise
6	-225 m^2	1.2899	fish	Robotics Engineering	0.4851	running	874 mph	2234	541 m/(s^2)	Vani
2	-343 m^2	-0.046	None	Human Computer Interaction	-0.3865	basketball	1129 mph	-142	-1366 m/(s^2)	Eriq
0	-523 m^2	0.6816	chicken	Applied Mathematics	2.4531	boxing	1206 mph	-991	509 m/(s^2)	Sam
7	-468 m^2	0.3512	cat	gAMES AND pLAYABLE mEDIA	0.9008	soccer	643 mph	-953	-317 m/(s^2)	Lise
0	243 m^2	0.3991	hamster	Applied Mathematics	1.295	BOXING	1020 mph	1154	382 m/(s^2)	Sam
4	100 m^2	-1.8554	guinea pig	Natural Language Processing	-0.6255	?	456 mph	370	197 m/(s^2)	Fabrice
5	1016 m^2	0.5164	reptile	Biotechnology	0.4371	volleyball	834 mph	-1392	1101 m/(s^2)	Andrew
2	-556 m^2	1.8806	rat	Electrical Engineering, Human Computer Interaction	0.1254	basketball	37 mph	-467	1245 m/(s^2)	Eriq
3	-714 m^2	1.4914	bird	Computational Media	1.1605	track & field	635 mph	1958	-404 m/(s^2)	Tony
0	-572 m^2	0.6147	guinea pig	Applied Mathematics	1.8407	boxing	656 mph	-205	474 m/(s^2)	Sam
5	1792 m^2	0.5743	reptile	Biotechnology	-0.4164	volleyball	1323 mph	-359	2079 m/(s^2)	Andrew
4	73 m^2	-0.081	guinea pig	Natural Language Processing	0.6675	badminton	301 mph	-525	402 m/(s^2)	Fabrice
9	-960 m^2	-0.1564	dog	Technology and Information Management	0.9668	golf	864 mph	659	912 m/(s^2)	Michael
5	1613 m^2	1.5304	ferret	Data Science	NULL	volleyball	113 mph	-686	1137 m/(s^2)	Andrew
8	1391 m^2	0.9009	pig	Bioinformatics	1.4607	motor sports	604 mph	-265	-1619 m/(s^2)	Chris
2	-936 m^2	0.2462	Rat	Bioengineering	1.2974	boxing	708 mph	899	-389 m/(s^2)	Eriq
7	412 m^2	-0.8032	cat	Games and Playable Media	2.4869	soccer	1209 mph	1947	704 m/(s^2)	Sam
0	-1486 m^2	0.5277	hamster	Applied Mathematics	0.6485	boxing	570 mph	1012	-71 m/(s^2)	Sam
0	191 m^2	0.465	hamster	Applied Mathematics	-0.3475	boxing	772 mph	1011	-240 m/(s^2)	Sam
7	1184 m^2	1.8223	cat	Games and Playable Media	1.2079	soccer	766 mph	260	1073 m/(s^2)	Lise
6	-306 m^2	-0.9552	fish	Robotics Engineering	1.7916	running	531 mph	-674	1455 m/(s^2)	Vani
0	726 m^2	0.4899	dog	Applied Mathematics	1.1234	boxing	890 mph	-330	-5 m/(s^2)	Sam
0	442 m^2	1.5905	rat	Applied Mathematics	0.8772	boxing	731 mph	-43	-54 m/(s^2)	Sam
7	1143 m^2	-0.3846	cat	Games and Playable Media	1.6099	soccer	798 mph	1806	2185 m/(s^2)	Lise
6	-368 m^2	0.4471	fish	Robotics Engineering	0.9052	football	1225 mph	205	884 m/(s^2)	Vani
0	-1941 m^2	0.0468	hamster	Applied Mathematics	2.0732	boxing	866 mph	1464	-209 m/(s^2)	Sam
6	-1005 m^2	1.9404	fish	Robotics Engineering	1.211	running	-571 mph	834	-750 m/(s^2)	Vani
8	635 m^2	1.5644	pig	Bioinformatics	-1.1565	tennis	966 mph	1380	1086 m/(s^2)	Chris
6	626 m^2	-0.184	fish	Robotics Engineering	0.3301	football	1228 mph	377	-383 m/(s^2)	Sam
1	2623 m^2	0.3966	rabbit	Computer Game Design	1.8192	baseball	2100 mph	41	1217 m/(s^2)	Inan
0	N/A	-0.53	hamster	Applied Mathematics	-0.1138	boxing	1343 mph	1289	-361 m/(s^2)	Sam
0	-769 m^2	1.8041	hamster	Applied Mathematics	2.2008	boxing	1780 mph	-514	-694 m/(s^2)	Sam
8	437 m^2	0.7558	pig	Bioinformatics	-0.2221	volleyball	825 mph	-50	1269 m/(s^2)	Chris
1	2400 m^2	0.0965	rabbit	Computer Game Design	0.4364	volleyball	1519 mph	442	-1482 m/(s^2)	Inan
8	53 m^2	1.7748	pig	Statistics	2.6778	basketball	-19 mph	-296	-40 m/(s^2)	Chris
9	-342 m^2	1.0152	pig	Computer Science, Technology and Information Management	-0.3164	golf	1305 mph	1923	497 m/(s^2)	Michael
5	-131 m^2	-0.475	reptile	Biotechnology	0.0596	golf	-519 mph	1327	866 m/(s^2)	Chris
8	1226 m^2	-0.6335	pig	Statistics	0.5437	motor sports	375 mph	528	1819 m/(s^2)	Chris
5	99 m^2	-0.5715	ferret	Biotechnology	-1.1591	volleyball	65 mph	-766	2693 m/(s^2)	Andrew
8	-981 m^2	-0.2657	pig	Statistics	n/a	motor sports	753 mph	820	428 m/(s^2)	Chris
7	1838 m^2	-0.212	cat	Games and Playable Media	0.3684	soccer	295 mph	83	1278 m/(s^2)	Lise
1	488 m^2	2.9068	rabbit	COMPUTER GAME DESIGN	0.4275	baseball	987 mph	-492	17 m/(s^2)	Tony
4	322 m^2	2.0806	guinea pig	Natural Language Processing	-0.0098	badminton	-194 mph	-158	-207 m/(s^2)	Fabrice
5	1721 m^2	0.9661	reptile	Data Science	0.0703	volleyball	276 mph	747	-181 m/(s^2)	andrew
0	58 m^2	0.7989	hamster	Applied Mathematics	0.9535	boxing	940 mph	370	-46 m/(s^2)	Sam
7	1134 m^2	1.0853	cat	Games and Playable Media	2.4733	soccer	508 mph	1677	988 m/(s^2)	Lise
8	773 m^2	1.7559	pig	Bioinformatics	1.1703	motor sports	812 mph	462	-334 m/(s^2)	Chris
0	-173 m^2	1.0409	cat	Applied Mathematics	0.7412	boxing	456 mph	-1644	-152 m/(s^2)	Sam
6	171 m^2	0.1425	FISH	Robotics Engineering	0.453	running	1044 mph	397	399 m/(s^2)	Vani
1	1412 m^2	1.2791	rabbit	Computer Game Design	1.1371	baseball	1024 mph	1936	2404 m/(s^2)	Chris
6	626 m^2	0.1398	fish	Robotics Engineering	-0.6778	running	-590 mph	-135	-168 m/(s^2)	Vani
4	455 m^2	0.5969	GUINEA PIG	Natural Language Processing	0.4502	badminton	582 mph	471	840 m/(s^2)	Fabrice
2	-284 m^2	0.7982	rat	Human Computer Interaction	2.0362	basketball	295 mph	-1336	751 m/(s^2)	Eriq
1	-563 m^2	1.5155	rabbit	Computer Game Design	0.9521	ice hockey	203 mph	915	754 m/(s^2)	Michael
8	805 m^2	1.6527	pig	Bioinformatics	-0.0608	motor sports	-334 mph	-36	-872 m/(s^2)	Chris
1	917 m^2	1.7147	rabbit	Applied Mathematics	-0.1497	ice hockey	1891 mph	81	-86 m/(s^2)	Inan
2	235 m^2	-0.2662	rat	Bioengineering, Human Computer Interaction	0.0067	basketball	1065 mph	-2180	-507 m/(s^2)	Eriq
9	893 m^2	-0.337	dog	Computer Engineering	0.8929	golf	657 mph	810	-1415 m/(s^2)	Michael
6	953 m^2	-0.9461	pig	Robotics Engineering	0.7489	running	1278 mph	366	720 m/(s^2)	Eriq
1	952 m^2	1.9269	rabbit	Computer Game Design	-0.9909	baseball	2275 mph	-1330	319 m/(s^2)	Inan
0	None	0.3402	hamster	Applied Mathematics	2.166	boxing	735 mph	375	-729 m/(s^2)	Sam
8	272 m^2	0.7829	pig	Bioinformatics	0.7768	golf	-508 mph	-317	1362 m/(s^2)	Chris
9	775 m^2	-0.1261	dog	Computer Science	0.2982	golf	1079 mph	831	-1121 m/(s^2)	Michael
6	-235 m^2	0.1075	fish	Robotics Engineering	0.4372	motor sports	1159 mph	231	12 m/(s^2)	Vani
7	418 m^2	0.2284	cat	Games and Playable Media	1.3897	soccer	810 mph	-174	713 m/(s^2)	Lise
4	1945 m^2	0.6758	guinea pig	Natural Language Processing	2.4989	badminton	1302 mph	635	-494 m/(s^2)	Fabrice
2	1394 m^2	0.4592	rat	Bioengineering, Electrical Engineering	1.0118	basketball	1109 mph	518	844 m/(s^2)	ERIQ
8	1434 m^2	0.0971	dog	bIOINFORMATICS	0.4833	motor sports	1053 mph	1736	236 m/(s^2)	Chris
8	1227 m^2	0.1441	pig	Bioinformatics	0.2592	motor sports	737 mph	357	-322 m/(s^2)	Chris
2	-845 m^2	1.2895	Rat	Human Computer Interaction, Electrical Engineering	0.7906	basketball	477 mph	343	772 m/(s^2)	Eriq
1	1065 m^2	0.7743	rabbit	Computer Game Design	0.7566	ice hockey	1237 mph	1160	-1306 m/(s^2)	Inan
0	-976 m^2	0.6294	hamster	Applied Mathematics	0.3995	boxing	1739 mph	1058	-884 m/(s^2)	Sam
8	-517 m^2	-0.2496	pig	Statistics	-0.3491	motor sports	1293 mph	-466	-1059 m/(s^2)	Chris
2	88 m^2	1.7044	rat	Human Computer Interaction, Electrical Engineering	0.3018	basketball	106 mph	-691	457 m/(s^2)	Eriq
4	150 m^2	0.6236	guinea pig	Natural Language Processing	1.0	badminton	985 mph	818	493 m/(s^2)	Fabrice
7	1490 m^2	0.0888	cat	Games and Playable Media	-0.3643	basketball	773 mph	805	221 m/(s^2)	Lise
2	-619 m^2	2.1617	rat	Electrical Engineering	1.5004	motor sports	956 mph	-435	355 m/(s^2)	Eriq
9	294 m^2	0.292	rat	Computer Engineering, Computer Science	0.1515	golf	348 mph	1220	439 m/(s^2)	Michael
4	-767 m^2	0.4804	guinea pig	nATURAL lANGUAGE pROCESSING	2.2662	FOOTBALL	865 mph	-418	-414 m/(s^2)	Fabrice
3	-1408 m^2	1.6487	fish	Computational Media	-1.7412	track & field	315 mph	1414	1039 m/(s^2)	Chris
0	-358 m^2	1.7144	chicken	Applied Mathematics	0.7962	boxing	1661 mph	-799	611 m/(s^2)	Sam
8	410 m^2	1.2852	pig	STATISTICS	0.9797	boxing	242 mph	338	-516 m/(s^2)	Chris
4	792 m^2	0.1682	guinea pig	Natural Language Processing	0.5698	badminton	N/A	516	-1914 m/(s^2)	Fabrice
8	1046 m^2	1.2309	pig	Bioinformatics	1.1317	motor sports	933 mph	-480	553 m/(s^2)	Sam
0	945 m^2	1.1609	Hamster	Applied Mathematics	0.3382	boxing	-49 mph	140	1408 m/(s^2)	Tony
4	603 m^2	N/A	ferret	Natural Language Processing	0.3855	badminton	-600 mph	1003	-674 m/(s^2)	Fabrice
5	59 m^2	-0.0979	reptile	Data Science	-0.229	volleyball	-715 mph	-146	-225 m/(s^2)	Andrew
7	2843 m^2	0.804	cat	Games and Playable Media	0.7478	soccer	443 mph	-769	2029 m/(s^2)	Lise
1	238 m^2	1.0926	rabbit	Computer Game Design	1.302	ice hockey	877 mph	-191	-541 m/(s^2)	Inan
9	543 m^2	0.671	chicken	Computer Science	-0.366	golf	-237 mph	1074	-2170 m/(s^2)	Michael
1	-606 m^2	1.2741	rabbit	Computer Game Design	0.6365	baseball	692 mph	-270	1183 m/(s^2)	Vani
4	245 m^2	1.2408	guinea pig	Natural Language Processing	-0.198	badminton	2130 mph	-96	653 m/(s^2)	Fabrice
4	75 m^2	0.6791	guinea pig	Natural Language Processing	2.3403	badminton	221 mph	23	-772 m/(s^2)	Fabrice
7	-506 m^2	0.2019	cat	Games and Playable Media	-0.5301	soccer	1124 mph	-2123		Lise
0	981 m^2	0.4589	hamster	Applied Mathematics	0.612	boxing	698 mph	-203	261 m/(s^2)	Fabrice
6	-17 m^2	n/a	hamster	Robotics Engineering	2.2704	boxing	976 mph	2087	-106 m/(s^2)	Vani
7	1600 m^2	1.4485	cat	Games and Playable Media	0.6771	soccer	1887 mph	393	1635 m/(s^2)	Lise
0	1206 m^2	1.6064	hamster	Applied Mathematics	1.4812	boxing	1213 mph	-1080	1341 m/(s^2)	Sam
1	606 m^2	-0.3164	fish	Computer Game Design	2.3726	baseball	529 mph	1125	398 m/(s^2)	Inan
2	313 m^2	1.7686	rat	Human Computer Interaction	0.3188	basketball	-63 mph	988	689 m/(s^2)	eriq
3	1264 m^2	1.5717	bird	Computational Media	1.086	tennis	868 mph	1638	1508 m/(s^2)	Tony
7	2132 m^2	-0.3875	cat	Games and Playable Media	1.9922	track & field	310 mph	-780	720 m/(s^2)	Lise
6	-91 m^2	0.4452	fish	Robotics Engineering	1.6169	running	766 mph	1158	-817 m/(s^2)	Vani
7	758 m^2	0.9178	cat	Games and Playable Media	1.6231	track & field	-867 mph	2002	417 m/(s^2)	Lise
9	242 m^2	0.9838	pig	Computer Science	0.7413	Golf	1931 mph	-1286	491 m/(s^2)	Michael
8	820 m^2	1.1426	pig	Bioinformatics	1.0892	motor sports	997 mph	1177	-791 m/(s^2)	Chris
4	1382 m^2	-0.3901	guinea pig	Natural Language Processing	-0.0957	badminton	722 mph	60	-1220 m/(s^2)	Fabrice
1	1770 m^2	0.9789	rabbit	Computer Game Design	1.0724	Baseball	2025 mph	-172	-625 m/(s^2)	Inan
0	2172 m^2	0.2166	hamster	Applied Mathematics	0.8092	boxing	780 mph	907	466 m/(s^2)	Sam
6	-1347 m^2	-0.2665	fish	Robotics Engineering	1.5216	football	1551 mph	-371	844 m/(s^2)	Vani
9	1043 m^2	0.557	chicken	Computer Engineering	-0.034	golf	1109 mph	-1036	997 m/(s^2)	Michael
8	102 m^2	-0.2652	pig	Bioinformatics	0.7008	TENNIS	767 mph	-63	234 m/(s^2)	Chris
8	-273 m^2	1.0116	pig	Statistics	1.5532	motor sports	977 mph	177	-1099 m/(s^2)	Chris
3	1635 m^2	0.2047	bird	Computational Media	-0.5032	TENNIS	633 mph	126	19 m/(s^2)	Tony
8	-470 m^2	0.9876	fish	Statistics	0.9715	golf	424 mph	-1357	989 m/(s^2)	Chris
4	-950 m^2	0.0066	guinea pig	Natural Language Processing	1.0614	badminton	167 mph	-695	-792 m/(s^2)	Sam
5	1165 m^2	1.4929	reptile	Biotechnology	-0.9815	volleyball	-568 mph	685	286 m/(s^2)	Andrew
3	82 m^2	0.5589	rabbit	Computational Media	0.0912	track & field	254 mph	334	729 m/(s^2)	Reilly
3	439 m^2	0.168	bird	Computational Media	1.881	NULL	589 mph	1420	-332 m/(s^2)	Tony
5	13 m^2	0.2131	ferret	Data Science	-0.6737	volleyball	-384 mph	-201	-27 m/(s^2)	Andrew
9	-317 m^2	0.3009	dog	Computer Engineering	-0.6825	golf	1621 mph	40	271 m/(s^2)	Michael
2	-851 m^2	-0.6125	rat	Electrical Engineering, Bioengineering	-0.4511	basketball	151 mph	1585	902 m/(s^2)	Eriq
9	1458 m^2	1.6473	dog	Computer Engineering	0.7047	golf	-660 mph	267	255 m/(s^2)	Fabrice
5	1274 m^2	0.3256	reptile	Biotechnology	-0.1253	ice hockey	289 mph	717	-1019 m/(s^2)	Andrew
2	393 m^2	NULL	rat	Bioengineering	0.4807	basketball	-263 mph	175	605 m/(s^2)	Eriq
3	243 m^2	-0.1501	dog	Computational Media	0.9358	track & field	186 mph	-470	737 m/(s^2)	Tony
4	453 m^2	0.0994	guinea pig	Natural Language Processing	0.8515	badminton	199 mph	1634	-678 m/(s^2)	Fabrice
8	1682 m^2	0.5021	pig	Bioinformatics	0.1423	Motor Sports	496 mph	1057	610 m/(s^2)	Chris
6	-1632 m^2	-0.7901	fish	Robotics Engineering	1.1377	football	772 mph	-114		Vani
4	242 m^2	-0.0299	guinea pig	Natural Language Processing	3.0327	badminton	823 mph	835	544 m/(s^2)	Fabrice
9	-169 m^2	1.1601	chicken	Computer Engineering, Technology and Information Management	2.6545	golf	514 mph	127	517 m/(s^2)	Michael
5	1829 m^2	1.7047	ferret	Data Science	-1.148	VOLLEYBALL	98 mph	426	909 m/(s^2)	Andrew
5	1064 m^2	1.0203	reptile	Biotechnology	0.4524	volleyball	1688 mph	1326	988 m/(s^2)	Andrew
3	-1104 m^2	0.6883	pig	Computational Media	-0.1003	track & field	624 mph	1883	-395 m/(s^2)	Reilly
1	-1510 m^2	1.5097	bird	Electrical Engineering	0.9569	baseball	2147 mph	765	267 m/(s^2)	Inan
1	1205 m^2	1.5172	rabbit	Computer Game Design	2.0922	ice hockey	783 mph	-1320	841 m/(s^2)	Chris
0	-104 m^2	0.3039	hamster	Applied Mathematics	2.44	boxing	707 mph	-1108	-731 m/(s^2)	Sam
1	-1987 m^2	1.769	rabbit	Computer Game Design	0.0733	baseball	1026 mph	1674	1926 m/(s^2)	Inan
3	1379 m^2	-1.1894	BIRD	Computational Media	0.0058	football	21 mph	-721	1650 m/(s^2)	Tony
3	1641 m^2	1.1127	bird	Computational Media	-0.2197	tennis	-363 mph	287	765 m/(s^2)	Tony
0	-57 m^2		hamster	Applied Mathematics	0.3881	boxing	86 mph	1396	-320 m/(s^2)	Sam
5	704 m^2	-0.3209	reptile	Biotechnology	0.8761	volleyball	35 mph	51	-1190 m/(s^2)	Andrew
9	-709 m^2	1.6095	dog	n/a	0.8743	golf	223 mph	336	-773 m/(s^2)	NULL
1	1692 m^2	-0.1298	hamster	COMPUTER GAME DESIGN	0.2286	MOTOR SPORTS	634 mph	-178	1156 m/(s^2)	Inan
2	-81 m^2	1.1951	rat	Human Computer Interaction, Electrical Engineering	-0.3891	basketball	659 mph	-208	-451 m/(s^2)	Chris
0	591 m^2	2.7927	hamster	Applied Mathematics	0.9355	boxing	1291 mph	-370	24 m/(s^2)	Sam
8	644 m^2	0.4831	pig	Bioinformatics	0.3556	motor sports	632 mph	1189	323 m/(s^2)	Chris
9	-1612 m^2	-0.108	Dog	Technology and Information Management, Computer Engineering	-0.6133	golf	-52 mph	571	1524 m/(s^2)	Michael
1	783 m^2	0.7017	rabbit	Computer Game Design	1.3003	ice hockey	812 mph	1389	1346 m/(s^2)	Inan
9	-214 m^2	-0.1759	dog	Computer Engineering	0.252	golf	706 mph	102	-773 m/(s^2)	Michael
5	3004 m^2	0.8194	reptile	Biotechnology	0.6622	volleyball	470 mph	1349	29 m/(s^2)	Andrew
2	-642 m^2	1.1089	rat	Human Computer Interaction, Electrical Engineering	0.1791	basketball	1366 mph	-437	-441 m/(s^2)	Eriq
8	769 m^2	0.9421	pig	Bioinformatics	-0.3555	motor sports	470 mph	1286	59 m/(s^2)	Chris
2	-834 m^2	0.246	RAT	Electrical Engineering	1.1754	basketball	626 mph	-14	886 m/(s^2)	Eriq
5	-213 m^2	2.1314	rat	Biotechnology	-0.8645	VOLLEYBALL	1113 mph	-244	-889 m/(s^2)	Sam
7	401 m^2	1.0863	cat	Games and Playable Media	1.3521	boxing	392 mph	1781	-33 m/(s^2)	Lise
6	347 m^2	0.993	fish	Robotics Engineering	1.1864	Running	1110 mph	769	-270 m/(s^2)	VANI
8	583 m^2	-0.4802	pig	Bioinformatics	-0.1365	motor sports	1696 mph	963	-869 m/(s^2)	Chris
3	1655 m^2	0.4569	bird	Computational Media	-0.931	golf	223 mph	-1234	1932 m/(s^2)	Reilly
0	709 m^2	2.6762	hamster	Applied Mathematics	1.6182	boxing	780 mph	69	-910 m/(s^2)	Sam
8	537 m^2	2.5163	pig	Bioinformatics	0.0457	motor sports	1293 mph	199	1640 m/(s^2)	Chris
4	562 m^2	-1.1699	guinea pig	Natural Language Processing	2.0209	badminton	498 mph	18	208 m/(s^2)	Fabrice
5	-79 m^2	1.6	reptile	Biotechnology	-0.4637	volleyball	102 mph	-674	-868 m/(s^2)	Andrew
8	1195 m^2	1.3101	pig	Bioinformatics	0.2614	MOTOR SPORTS	1902 mph	183	-1182 m/(s^2)	Chris
9	-137 m^2	0.5517	rabbit	Computer Science, Computer Engineering	-0.1794	golf	258 mph	-578	-797 m/(s^2)	Michael
0	1526 m^2	-1.0836	hamster	Applied Mathematics	1.0178	boxing	1139 mph	330	984 m/(s^2)	Sam
5	2321 m^2	1.6334	reptile	Biotechnology	0.2285	volleyball	-10 mph	802	-993 m/(s^2)	Andrew
5	1572 m^2	0.8993	ferret	Data Science	1.6818	volleyball	1148 mph	263	-269 m/(s^2)	Vani
6	74 m^2	1.1628	fish	Robotics Engineering	1.0365	football	-149 mph	1348	1045 m/(s^2)	
7	817 m^2	-0.2131	rat	Games and Playable Media	0.239	soccer	351 mph	1942	-281 m/(s^2)	LISE
6	232 m^2	1.602	fish	Robotics Engineering	1.275	football	605 mph	213	800 m/(s^2)	Vani
3	2089 m^2	0.9223	bird	Computational Media	-0.2142	tennis	824 mph	652	1142 m/(s^2)	Tony
3	-190 m^2	2.0224	bird	Computational Media	1.0144	tennis	150 mph	1481	613 m/(s^2)	Fabrice
6	33 m^2	2.0859	fish	Robotics Engineering	1.7754	running	200 mph	-465	1081 m/(s^2)	Vani
